SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA4,A,Section A - Short Answer,4a,Q4a,4,SubQuestion,Explain two ways in which smoking/vaping may affect health outcomes in Australia.,,15
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA4,A,Section A - Short Answer,4b,Q4b,3,SubQuestion,"Describe one initiative based on the social model of health and outline how it could
reduce rates of smoking/vaping.",,16
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA4,A,Section A - Short Answer,4c,Q4c,4,SubQuestion,"Explain how reducing rates of smoking/vaping may act as a resource, both individually
and nationally.",,17
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA5,A,Section A - Short Answer,5,Q5,6,Question,"More than 2.1 million people vaccinated against cholera in Zimbabwe
Juliet Chikono, a resident of Zimbabwe's capital, Harare, is now relieved since she
is among the more than 2.1 million Zimbabweans who were vaccinated against
cholera in the single dose reactive campaign [that was funded and supported by the
World Health Organization] to curb the latest outbreak of the disease that has been
reported in all of the country's 10 provinces.
'Our community has seen its share of challenges recently and I am taking steps to
stay safe,' she says.
As of 3 March 2024, the country had recorded more than 27 055 suspected cholera
cases, over 71 laboratory confirmed deaths and 501 suspected deaths since the
beginning of 2023.
Source: World Health Organization (WHO), 'More than 2.1 million people vaccinated against cholera in Zimbabwe hotspots', WHO,",,18
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA5,A,Section A - Short Answer,5,Q5,,QuestionHeader,"March 2024, <www.afro.who.int/countries/zimbabwe/news/more-21-million-people-vaccinated-against-cholera-zimbabwe-hotspots>",,19
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA5,A,Section A - Short Answer,5a,Q5a,3,SubQuestion,"Identify one World Health Organization (WHO) objective and explain how it is
reflected in the program above.",,20
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA5,A,Section A - Short Answer,5b,Q5b,3,SubQuestion,"Explain how the program on page 8 could have an impact on one indicator of the
Human Development Index (HDI) of Zimbabwe.",,21
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA6,A,Section A - Short Answer,6a,Q6a,1,SubQuestion,"Identify the dimension of sustainability that best works towards an equitable society,
sustainable birth rates and increased access to education.",,22
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA6,A,Section A - Short Answer,6b,Q6b,4,SubQuestion,"Using two examples, explain how this dimension of sustainability can promote
human development.",,23
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA7,A,Section A - Short Answer,7,Q7,5,Question,"Due to copyright restrictions, this material is not supplied.
Source: Victorian Aboriginal Child and Community Agency (VACCA), 'Playgroups', VACCA, 2025,
<www.vacca.org/page/our-services/education-and-early-years/koorie-kids-playgroup/>",,24
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA7,A,Section A - Short Answer,7a,Q7a,2,SubQuestion,"Describe how VACCA's Koorie Kids Playgroup could help to promote health and
wellbeing for this Aboriginal and Torres Strait Islander community.",,25
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA7,A,Section A - Short Answer,7b,Q7b,3,SubQuestion,"Explain how VACCA's Koorie Kids Playgroup could promote social justice for this
Aboriginal and Torres Strait Islander community.",,26
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA8,A,Section A - Short Answer,8,Q8,6,Question,Analyse the role of Medicare in promoting health outcomes in terms of sustainability and equity.,,27
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA9,A,Section A - Short Answer,9,Q9,6,Question,"Many non-government organisations work to combat violence against women and girls to
support the achievement of the Sustainable Development Goals (SDGs).",,28
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA9,A,Section A - Short Answer,9a,Q9a,2,SubQuestion,"Describe one way in which people could engage with a non-government organisation
to take individual or social action to prevent violence against women and girls.",,29
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA9,A,Section A - Short Answer,9b,Q9b,4,SubQuestion,"Describe how the prevention of violence against women and girls could promote two
dimensions of health and wellbeing.",,30
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA10,A,Section A - Short Answer,10a,Q10a,1,SubQuestion,Identify one reason why populations might mass migrate.,,31
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA10,A,Section A - Short Answer,10b,Q10b,6,SubQuestion,Analyse the implications of mass migration on the health outcomes of those migrating.,,32
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11,Q11,9,Question,"Global Partnership for Education
The Global Partnership for Education (GPE) is a multi-stakeholder partnership of
bilateral and multilateral donors, developing country partners, and representatives
from civil society and the private sector. GPE's goal is to provide ... lifelong learning
opportunities for all.
GPE's objectives are strongly aligned with Australia's aid priorities
[...]",,33
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11,Q11,,QuestionOption,•	 improving the resilience of vulnerable education systems in response to,,34
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11,Q11,,Question,school closures,,35
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11,Q11,,QuestionOption,"•	 promoting girls' education
•	 providing access to education to the poorest and most marginalised children",,36
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11,Q11,,Question,"including in fragile and conflict affected states
Australia has committed a total of $570 million to GPE since 2007.
[...]
Since 2002, GPE ... has:",,37
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11,Q11,,QuestionOption,"•	 supported 160 million more children to be in school in 70 partner countries
•	 doubled the number of girls in school in partner countries
•	 provided 67 million more children with access to quality teachers.",,38
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11,Q11,,Question,"Source: Department of Foreign Affairs and Trade (DFAT), 'Multilateral Organisations: Global Partnership for Education', DFAT, 2024,
<www.dfat.gov.au/development/who-we-work-with/multilateral-organisations>; licensed CC-BY 4.0",,39
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11a,Q11a,3,SubQuestion,Explain how Australia's support of the GPE promotes the achievement of one SDG.,,40
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11b,Q11b,3,SubQuestion,"Justify why the Australian Government works in partnership with multilateral
organisations on a project such as the GPE.",,41
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA11,A,Section A - Short Answer,11c,Q11c,3,SubQuestion,"Apart from working in partnerships, identify one other feature of effective aid evident
in the GPE and describe how that feature promotes human development.",,42
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERA,VCEHHD25EQA12,A,Section A - Short Answer,12,Q12,6,Question,"According to the Australian Institute of Health and Welfare (2024), at least 60 minutes of moderate
to vigorous physical activity daily is recommended for children aged 5-17 years, yet 83% of young
people aged 15-17 did not meet this guideline in 2022.
Source: Adapted from Australian Institute of Health and Welfare (AIHW), Australia's health 2024: in brief, AIHW, Australian Government, 2024, p. 43,
<www.aihw.gov.au/reports-data/australias-health>
Referring to two action areas of the Ottawa Charter, discuss how health promotion could address the
low levels of physical activity among young Australians.
Action area 1 
Action area 2 ",,43
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,,B,Section B - Extended Response,,,10,Header,Section B: Section B - Extended Response,,1
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,,B,Section B - Extended Response,,,,SubHeader,Instructions,,2
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,,B,Section B - Extended Response,,,,Instruction,Answer all questions in the spaces provided.,,3
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,,B,Section B - Extended Response,,,,Instruction,Write your responses in English.,,4
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,10,Question,Consider the following four sources of information relating to water and sanitation.,,5
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionHeader,Source,,6
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"percentage
year
Proportion of population using safely managed drinking water",,7
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionHeader,Key,,8
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"high-income countries
low-income countries
Source: Adapted from H Ritchie, F Spooner and M Roser, 'Clean water', Our World in Data, January 2024,
<ourworldindata.org/clean-water>; licensed CC-BY 4.0",,9
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionHeader,Source,,10
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"percentage
Proportion of population using safely managed sanitation facilities",,11
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionHeader,Key,,12
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"high-income countries
low-income countries
year
Source: Adapted from H Ritchie, F Spooner and M Roser, 'Sanitation', Our World in Data, January 2024,
<ourworldindata.org/sanitation>; licensed CC-BY 4.0",,13
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionHeader,Source,,14
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"Globally, there are nearly
1.7 billion cases of
childhood diarrhoeal disease
every year.
2.2 billion people lacked
access to safely managed
drinking water.
3.5 billion people
lacked access to safely
managed sanitation.
Water and sanitation key facts
Sources: (data) World Health Organization (WHO), 'Diarrhoeal disease', 2024, <www.who.int/news-room/fact-sheets/detail/diarrhoeal-disease>;
United Nations Department of Economic and Social Affairs, Sustainable Development Goals: Goal 6, 2023, <sdgs.un.org/goals/goal6>
(images) loalastock/shutterstock.com; Adapted from Oxy_gen/shutterstock.com; Adapted from Alena Chubarova/Shutterstock.com",,15
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionHeader,Source,,16
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"Central African Republic: Clean drinking water remains a luxury
Milène, a 29-year-old mother of three, is standing in the scorching midday sun, drenched in sweat,
as she struggles to fill three 20-litre jerrycans with water.
I head into the bush to fetch water, armed men might attack me. Besides, the water there isn't
safe to drink. That's why I stand in line here, along with everybody else, at the fountains in town,'
Milène tells us, resignedly. 'But because there are so few public water fountains, we have to come
either at the crack of dawn or just after noon to get any water.'
[...] [For] the town of Bambari, [...] access to drinking water has always been difficult. People used
to head into the bush, walking for five kilometres or more to fetch dirty water; many of them fell ill,
and some even died.
Source: International Committee of the Red Cross (ICRC), 'Central African Republic: Clean drinking water remains a luxury', ICRC,",,17
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionHeader,"October 2024, <www.icrc.org/en/article/central-african-republic-clean-drinking-water-remains-luxury>",,18
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"Using information from all four sources and your own knowledge, discuss the ways in which:",,19
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionOption,•	 characteristics of high-income and low-income countries may affect access to safe water,,20
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,and sanitation,,21
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionOption,•	 access to safe water and sanitation contributes to differences in health status between high-income,,22
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,and low-income countries,,23
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionOption,•	 the achievement of SDG 6 'Clean water and sanitation' contributes to the achievement of key,,24
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"features of SDG 3 'Ensure healthy lives and promote wellbeing for all at all ages'.
Extra space for responses
Clearly number all responses in this space.
If you use any additional Question and Answer Books to complete your responses, write your student
number on the front cover. At the end of the examination, place the additional Question and Answer
Books inside the front cover of the first Question and Answer Book.
Assessment criteria for Section
The extended-answer question in Section B that is worth 10 marks will be assessed based on the
following criteria, requiring students to:",,25
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,QuestionOption,"•	 explain and apply the concepts of health (including health and wellbeing and health status)
•	 examine concepts of health across more than one Area of Study
•	 synthesise, analyse and interpret data from multiple pieces of stimulus (including case studies, data",,26
Health and Physical Education,Health and Human Development,,,Year 12,Final Exam,Exam Questions,2025,,VCEHHD25ERB,VCEHHD25EQB1,B,Section B - Extended Response,1,Q1,,Question,"and/or media texts) to draw conclusions
Victorian Curriculum and Assessment Authority 2025
Victorian Curriculum and Assessment Authority 2025",,27
