SubjectArea,Subject,SubjectStreamCode,SubjectStreamName,Band,AssessmentType,AssessmentInformationDetails,AssessmentYears,UnitASCode,ExamReportCode,EQCode,SectionCode,SectionName,QuestionNumber,QuestionLabel,Marks,ContentType,Content,StimulusSource,Sequence
Performing Arts,Music,CON,Units 3 and 4: Music contemporary performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUCON25ERB,VCEMUCON25EQB9,B,Music language,9,Q9,4,Question,"Listen to the following eight-bar drum pattern in 4/4 time. The work will be played five times. A two-bar
count-in will precede each playing, with silent working time after each playing.
This drum pattern contains 808 bass and clap samples that repeat, as well as a hi-hat pattern that
changes every two bars.
Using the letters A, B, C, D, E or F, identify which rhythmic pattern fragment is played on the hi-hats, and
place the corresponding letter's name in the correct order in the boxes provided.
First playing - 10 seconds of silence
Second playing - 10 seconds of silence
Third playing - 10 seconds of silence
Fourth playing - 15 seconds of silence
Fifth and final playing - 15 seconds of silence
bars 1 and
bars 3 and
bars 5 and
bars 7 and
Examination continues on the next page.",,19
Performing Arts,Music,CON,Units 3 and 4: Music contemporary performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUCON25ERB,VCEMUCON25EQB10,B,Music language,10,Q10,8,Question,"Listen to the following excerpt of the work 'The Heaviest Stone', composed and performed by the band
Augie March.
Work: 'The Heaviest Stone'
Performers: Augie March
Album: Bootikins (2018)
The excerpt will be played six times, with silent working time between each playing. A one-bar count-in
is given.
Transcribe the missing rhythm of the vocal part in bars 6 and 7.
Respond using either staff notation or the rhythm grid provided.
First playing - 10 seconds of silence
Second playing - 10 seconds of silence
Third playing - 10 seconds of silence
Fourth playing - 10 seconds of silence
Fifth playing - 15 seconds of silence
Sixth and final playing - 20 seconds of silence
Staff notation
Missing lyrics: 'When you know that just beyond the shroud there's
Rhythm grid
Blank manuscript for rough work if required
Extra space for responses
Clearly number all responses in this space.
If you use any additional Question and Answer Books to complete your responses, write your student
number on the front cover. At the end of the examination, place the additional Question and Answer
Books inside the front cover of the first Question and Answer Book.
Victorian Curriculum and Assessment Authority 2025
Victorian Curiculum and Asesment Authority 2025",,20
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,,ALL,All questions,,,75,Header,All questions,,1
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,,ALL,All questions,,,,SubHeader,Instructions,,2
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,,ALL,All questions,,,,Instruction,Answer all questions in the spaces provided.,,3
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,,ALL,All questions,,,,Instruction,Write your responses in English.,,4
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL1,ALL,All questions,1,Q1,16,Question,"Work: 'El Güararey de Pastora (En Vivo)'
Composer/Creator: Roberto Baute Sagarra
Performers: Gonzalo Rubalcaba and Aymée Nuviola
Album: Viento y Tiempo (Live at Blue Note Tokyo) (Top Stop Music, 2020)
The excerpt will be played four times. There will be silent working time after each playing.
First playing (1′32″) - 15 seconds of silence
Second playing (1′32″) - 30 seconds of silence
Third playing (1′32″) - 1 minute of silence
Fourth and final playing (1′32″) - 3 minutes of silence",,5
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL1,ALL,All questions,1a,Q1a,6,SubQuestion,Identify six instruments / sound sources from the excerpt.,,6
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL1,ALL,All questions,1b,Q1b,10,SubQuestion,"Explain how tone colour and texture are used to create musical character in this excerpt.
In your response, you may refer to layers and roles such as melody, bass line, and
rhythmic and harmonic accompaniment.",,7
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL2,ALL,All questions,2,Q2,19,Question,"Work: 'Zero Sum Game'
Composer/Creator: Alex Turley
Performers: Omega Ensemble, 2021
The excerpt will be played five times. There will be silent working time after each playing.
First playing (1′43″) - 15 seconds of silence
Second playing (1′43″) - 15 seconds of silence
Third playing (1′43″) - 30 seconds of silence
Fourth playing (1′43″) - 1 minute of silence
Fifth and final playing (1′43″) - 3 minutes of silence
The following structure map is provided for reference.
Time code
Description
00:00 - 00:54
Section
00:54 - 01:43
Section",,8
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL2,ALL,All questions,2a,Q2a,1,SubQuestion,"This work is composed for violin, viola, cello, piano and one other instrument.
Identify that instrument.",,9
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL2,ALL,All questions,2b,Q2b,4,SubQuestion,Describe the material performed on piano during Section B of the excerpt.,,10
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL2,ALL,All questions,2c,Q2c,14,SubQuestion,"Discuss how the composer has created contrast between Section A and Section B.
In your response, refer to duration and one other element of music from the list below:
•	 tone colour
•	 articulation
•	 pitch",,11
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL3,ALL,All questions,3,Q3,20,Question,"Work: 'No Frills'
Composer/Creator: Austral
Performer: Austral
Album: Thylacine (2022)
The excerpt will be played five times. There will be silent working time after each playing.
First playing (1′06″) - 15 seconds of silence
Second playing (1′06″) - 30 seconds of silence
Third playing (1′06″) - 1 minute of silence
Fourth playing (1′06″) - 2 minutes of silence
Fifth and final playing (1′06″) - 3 minutes of silence
The following structure map is provided for reference.
Time code
Description
00:00 - 00:35
Section
00:35 - 00:52
Section B (transition)
00:52 - 01:06
Section",,12
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL3,ALL,All questions,3a,Q3a,4,SubQuestion,Describe the use of repetition in Section A with reference to melody and duration.,,13
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL3,ALL,All questions,3b,Q3b,8,SubQuestion,"Explain how two elements of music are used to create transition between Section
and Section C.",,14
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL3,ALL,All questions,3c,Q3c,8,SubQuestion,Discuss how variation is created throughout the excerpt.,,15
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4,Q4,20,Question,"This question is based on two versions of the work 'Cattle and Cane'.
Version
Work: 'Cattle and Cane'
Composers/Creators: Grant McLennan and Robert Forster
Performers: The Go-Betweens
Album: Quiet Heart: The Best of the Go-Betweens (2012)
Version
Work: 'Cattle and Cane'
Performers: Jane Sheldon, Genevieve Long and The Acacia Quartet
Album: North + South: Ten Folk Songs (2012)
In this question you will hear both versions played several times. Parts a and b feature
shorter excerpts. Parts c and d include the shorter excerpts followed by additional
material.
Version
Excerpt
Excerpt
00:00 - 00:33
00:00 - 01:32
00:00 - 00:36
00:00 - 01:26
Version A, Excerpt 1, first and only playing (33″) - 30 seconds of silence",,16
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4a,Q4a,2,SubQuestion,"Identify two articulations used in Version A, Excerpt 1.",,17
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4,Q4,,MidQuestionContext,"Articulation 1 
Articulation 2 
Version B, Excerpt 1, first and only playing (36″) - 30 seconds of silence",,18
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4b,Q4b,2,SubQuestion,"Identify two articulations used in Version B, Excerpt 1.",,19
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4,Q4,,MidQuestionContext,"Articulation 1 
Articulation 2 
Version A, Excerpt 2 (1′32″), first playing - 5 seconds of silence
Version B, Excerpt 2 (1′26″), first playing - 15 seconds of silence
Version A, Excerpt 2 (1′32″), second playing - 15 seconds of silence
Version B, Excerpt 2 (1′26″), second playing - 30 seconds of silence",,20
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4c,Q4c,8,SubQuestion,"Describe two differences between the use of compositional devices or elements of
music in Version A, Excerpt 2 and Version B, Excerpt 2.",,21
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4,Q4,,MidQuestionContext,"Compositional device or element of music 1 
Compositional device or element of music 2 
Version A, Excerpt 2 (1′32″), third and final playing - 15 seconds of silence
Version B, Excerpt 2 (1′26″), third and final playing - 2 minutes of silence",,22
Performing Arts,Music,INQ,Units 3 and 4: Music inquiry,Year 12,Final Exam,Exam Questions,2025,,VCEMUINQ25ERALL,VCEMUINQ25EQALL4,ALL,All questions,4d,Q4d,8,SubQuestion,"Describe similarities between the use of melody and duration in Version A, Excerpt
and Version B, Excerpt 2.",,23
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,,A,Listening and interpretation,,,20,Header,Section A: Listening and interpretation,,1
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,,A,Listening and interpretation,,,,SubHeader,Instructions,,2
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,,A,Listening and interpretation,,,,Instruction,Answer all questions in pen or pencil in the spaces provided.,,3
Performing Arts,Music,REP,Units 3 and 4: Music repertoire performance,Year 12,Final Exam,Exam Questions,2025,,VCEMUREP25ERA,,A,Listening and interpretation,,,,Instruction,Write your responses in English.,,4
